,Value
2022-09-15 05:12:00+00:00,1384.15
2022-09-15 05:22:00+00:00,1383.15
2022-09-15 05:32:00+00:00,1384.15
2022-09-15 05:42:00+00:00,1382.15
2022-09-15 05:52:00+00:00,1384.15
2022-09-15 06:02:00+00:00,1384.15
2022-09-15 06:12:00+00:00,1382.15
2022-09-15 06:22:00+00:00,1383.15
2022-09-15 06:32:00+00:00,1382.15
2022-09-15 06:42:00+00:00,1382.15
2022-09-15 06:52:00+00:00,1381.15
2022-09-15 07:02:00+00:00,1384.15
2022-09-15 07:12:00+00:00,1384.15
2022-09-15 07:22:00+00:00,1383.15
2022-09-15 07:32:00+00:00,1383.15
2022-09-15 07:42:00+00:00,1383.15
2022-09-15 07:52:00+00:00,1384.15
2022-09-15 08:02:00+00:00,1383.15
2022-09-15 08:12:00+00:00,1383.15
2022-09-15 08:22:00+00:00,1382.15
2022-09-15 08:32:00+00:00,1382.15
2022-09-15 08:42:00+00:00,1382.15
2022-09-15 08:52:00+00:00,1382.15
2022-09-15 09:02:00+00:00,1383.15
2022-09-15 09:12:00+00:00,1382.15
2022-09-15 09:22:00+00:00,1382.15
2022-09-15 09:32:00+00:00,1382.15
2022-09-15 09:42:00+00:00,1383.15
2022-09-15 09:52:00+00:00,1384.15
2022-09-15 10:02:00+00:00,1383.15
2022-09-15 10:12:00+00:00,1384.15
2022-09-15 10:22:00+00:00,1384.15
2022-09-15 10:32:00+00:00,1381.15
2022-09-15 10:42:00+00:00,1384.15
2022-09-15 10:52:00+00:00,1383.15
2022-09-15 11:02:00+00:00,1381.15
2022-09-15 11:12:00+00:00,1383.15
2022-09-15 11:22:00+00:00,1380.15
2022-09-15 11:32:00+00:00,1381.15
2022-09-15 11:42:00+00:00,1380.15
2022-09-15 11:52:00+00:00,1383.15
2022-09-15 12:02:00+00:00,1380.15
2022-09-15 12:12:00+00:00,1383.15
2022-09-15 12:22:00+00:00,1380.15
2022-09-15 12:32:00+00:00,1382.15
2022-09-15 12:42:00+00:00,1380.15
2022-09-15 12:52:00+00:00,1381.15
2022-09-15 13:02:00+00:00,1380.15
2022-09-15 13:12:00+00:00,1381.15
2022-09-15 13:22:00+00:00,1383.15
2022-09-15 13:32:00+00:00,1385.15
2022-09-15 13:42:00+00:00,1380.15
2022-09-15 13:52:00+00:00,1382.15
2022-09-15 14:02:00+00:00,1383.15
2022-09-15 14:12:00+00:00,1381.15
2022-09-15 14:22:00+00:00,1383.15
2022-09-15 14:32:00+00:00,1382.15
2022-09-15 14:42:00+00:00,1383.15
2022-09-15 14:52:00+00:00,1383.15
2022-09-15 15:02:00+00:00,1381.15
2022-09-15 15:12:00+00:00,1382.15
2022-09-15 15:22:00+00:00,1382.15
2022-09-15 15:32:00+00:00,1381.15
2022-09-15 15:42:00+00:00,1381.15
2022-09-15 15:52:00+00:00,1381.15
2022-09-15 16:02:00+00:00,1380.15
2022-09-15 16:12:00+00:00,1380.15
2022-09-15 16:22:00+00:00,1379.15
2022-09-15 16:32:00+00:00,1383.15
2022-09-15 16:42:00+00:00,1379.15
2022-09-15 16:52:00+00:00,1376.15
2022-09-15 17:02:00+00:00,1380.15
2022-09-15 17:12:00+00:00,1378.15
2022-09-15 17:22:00+00:00,1377.15
2022-09-15 17:32:00+00:00,1379.15
2022-09-15 17:42:00+00:00,1377.15
2022-09-15 17:52:00+00:00,1380.15
2022-09-15 18:02:00+00:00,1380.15
2022-09-15 18:12:00+00:00,1380.15
2022-09-15 18:22:00+00:00,1379.15
2022-09-15 18:32:00+00:00,1378.15
2022-09-15 18:42:00+00:00,1379.15
2022-09-15 18:52:00+00:00,1378.15
2022-09-15 19:02:00+00:00,1379.15
2022-09-15 19:12:00+00:00,1378.15
2022-09-15 19:22:00+00:00,1377.15
2022-09-15 19:32:00+00:00,1378.15
2022-09-15 19:42:00+00:00,1377.15
2022-09-15 19:52:00+00:00,1377.15
2022-09-15 20:02:00+00:00,1378.15
2022-09-15 20:12:00+00:00,1379.15
2022-09-15 20:22:00+00:00,1379.15
2022-09-15 20:32:00+00:00,1379.15
2022-09-15 20:42:00+00:00,1378.15
2022-09-15 20:52:00+00:00,1378.15
2022-09-15 21:02:00+00:00,1378.15
2022-09-15 21:12:00+00:00,1377.15
2022-09-15 21:22:00+00:00,1378.15
2022-09-15 21:32:00+00:00,1378.15
2022-09-15 21:42:00+00:00,1378.15
2022-09-15 21:52:00+00:00,1378.15
2022-09-15 22:02:00+00:00,1378.15
2022-09-15 22:12:00+00:00,1378.15
2022-09-15 22:22:00+00:00,1378.15
2022-09-15 22:32:00+00:00,1378.15
2022-09-15 22:42:00+00:00,1379.15
2022-09-15 22:52:00+00:00,1380.15
2022-09-15 23:02:00+00:00,1381.15
2022-09-15 23:12:00+00:00,1380.15
2022-09-15 23:22:00+00:00,1380.15
2022-09-15 23:32:00+00:00,1378.15
2022-09-15 23:42:00+00:00,1380.15
2022-09-15 23:52:00+00:00,1381.15
2022-09-16 00:02:00+00:00,1380.15
2022-09-16 00:12:00+00:00,1382.15
2022-09-16 00:22:00+00:00,1380.15
2022-09-16 00:32:00+00:00,1380.15
2022-09-16 00:42:00+00:00,1380.15
2022-09-16 00:52:00+00:00,1382.15
2022-09-16 01:02:00+00:00,1384.15
2022-09-16 01:12:00+00:00,1384.15
2022-09-16 01:22:00+00:00,1383.15
2022-09-16 01:32:00+00:00,1382.15
2022-09-16 01:42:00+00:00,1381.15
2022-09-16 01:52:00+00:00,1383.15
2022-09-16 02:02:00+00:00,1383.15
2022-09-16 02:12:00+00:00,1382.15
2022-09-16 02:22:00+00:00,1383.15
2022-09-16 02:32:00+00:00,1383.15
2022-09-16 02:42:00+00:00,1382.15
2022-09-16 02:52:00+00:00,1383.15
2022-09-16 03:02:00+00:00,1385.15
2022-09-16 03:12:00+00:00,1386.15
2022-09-16 03:22:00+00:00,1383.15
2022-09-16 03:32:00+00:00,1386.15
2022-09-16 03:42:00+00:00,1384.15
2022-09-16 03:52:00+00:00,1383.15
2022-09-16 04:02:00+00:00,1385.15
2022-09-16 04:12:00+00:00,1383.15
2022-09-16 04:22:00+00:00,1383.15
2022-09-16 04:32:00+00:00,1382.15
2022-09-16 04:42:00+00:00,1383.15
2022-09-16 04:52:00+00:00,1383.15
2022-09-16 05:02:00+00:00,1384.15
2022-09-16 05:12:00+00:00,1384.15
2022-09-16 05:22:00+00:00,1382.15
2022-09-16 05:32:00+00:00,1383.15
2022-09-16 05:42:00+00:00,1383.15
2022-09-16 05:52:00+00:00,1383.15
2022-09-16 06:02:00+00:00,1383.15
2022-09-16 06:12:00+00:00,1385.15
2022-09-16 06:22:00+00:00,1385.15
2022-09-16 06:32:00+00:00,1384.15
2022-09-16 06:42:00+00:00,1384.15
2022-09-16 06:52:00+00:00,1384.15
2022-09-16 07:02:00+00:00,1385.15
2022-09-16 07:12:00+00:00,1385.15
2022-09-16 07:22:00+00:00,1385.15
2022-09-16 07:32:00+00:00,1384.15
2022-09-16 07:42:00+00:00,1385.15
2022-09-16 07:52:00+00:00,1385.15
2022-09-16 08:02:00+00:00,1385.15
2022-09-16 08:12:00+00:00,1383.15
2022-09-16 08:22:00+00:00,1385.15
2022-09-16 08:32:00+00:00,1384.15
2022-09-16 08:42:00+00:00,1385.15
2022-09-16 08:52:00+00:00,1384.15
2022-09-16 09:02:00+00:00,1383.15
2022-09-16 09:12:00+00:00,1386.15
2022-09-16 09:22:00+00:00,1385.15
2022-09-16 09:32:00+00:00,1384.15
2022-09-16 09:42:00+00:00,1385.15
2022-09-16 09:52:00+00:00,1382.15
2022-09-16 10:02:00+00:00,1386.15
2022-09-16 10:12:00+00:00,1384.15
2022-09-16 10:22:00+00:00,1383.15
2022-09-16 10:32:00+00:00,1384.15
2022-09-16 10:42:00+00:00,1383.15
2022-09-16 10:52:00+00:00,1382.15
2022-09-16 11:02:00+00:00,1382.15
2022-09-16 11:12:00+00:00,1384.15
2022-09-16 11:22:00+00:00,1382.15
2022-09-16 11:32:00+00:00,1383.15
2022-09-16 11:42:00+00:00,1385.15
2022-09-16 11:52:00+00:00,1383.15
2022-09-16 12:02:00+00:00,1384.15
2022-09-16 12:12:00+00:00,1382.15
2022-09-16 12:22:00+00:00,1384.15
2022-09-16 12:32:00+00:00,1383.15
2022-09-16 12:42:00+00:00,1383.15
2022-09-16 12:52:00+00:00,1383.15
2022-09-16 13:02:00+00:00,1384.15
2022-09-16 13:12:00+00:00,1383.15
2022-09-16 13:22:00+00:00,1384.15
2022-09-16 13:32:00+00:00,1385.15
2022-09-16 13:42:00+00:00,1384.15
2022-09-16 13:52:00+00:00,1383.15
2022-09-16 14:02:00+00:00,1383.15
2022-09-16 14:12:00+00:00,1384.15
2022-09-16 14:22:00+00:00,1384.15
2022-09-16 14:32:00+00:00,1383.15
2022-09-16 14:42:00+00:00,1384.15
2022-09-16 14:52:00+00:00,1383.15
2022-09-16 15:02:00+00:00,1383.15
2022-09-16 15:12:00+00:00,1384.15
2022-09-16 15:22:00+00:00,1383.15
2022-09-16 15:32:00+00:00,1384.15
2022-09-16 15:42:00+00:00,1384.15
2022-09-16 15:52:00+00:00,1383.15
2022-09-16 16:02:00+00:00,1384.15
2022-09-16 16:12:00+00:00,1384.15
2022-09-16 16:22:00+00:00,1383.15
2022-09-16 16:32:00+00:00,1383.15
2022-09-16 16:42:00+00:00,1383.15
2022-09-16 16:52:00+00:00,1383.15
2022-09-16 17:02:00+00:00,1381.15
2022-09-16 17:12:00+00:00,1382.15
2022-09-16 17:22:00+00:00,1380.15
2022-09-16 17:32:00+00:00,1380.15
2022-09-16 17:42:00+00:00,1380.15
2022-09-16 17:52:00+00:00,1379.15
2022-09-16 18:02:00+00:00,1379.15
2022-09-16 18:12:00+00:00,1378.15
2022-09-16 18:22:00+00:00,1378.15
2022-09-16 18:32:00+00:00,1379.15
2022-09-16 18:42:00+00:00,1379.15
2022-09-16 18:52:00+00:00,1380.15
2022-09-16 19:02:00+00:00,1378.15
2022-09-16 19:12:00+00:00,1379.15
2022-09-16 19:22:00+00:00,1380.15
2022-09-16 19:32:00+00:00,1381.15
2022-09-16 19:42:00+00:00,1379.15
2022-09-16 19:52:00+00:00,1379.15
2022-09-16 20:02:00+00:00,1380.15
2022-09-16 20:12:00+00:00,1380.15
2022-09-16 20:22:00+00:00,1378.15
2022-09-16 20:32:00+00:00,1378.15
2022-09-16 20:42:00+00:00,1379.15
2022-09-16 20:52:00+00:00,1378.15
2022-09-16 21:02:00+00:00,1378.15
2022-09-16 21:12:00+00:00,1378.15
2022-09-16 21:22:00+00:00,1377.15
2022-09-16 21:32:00+00:00,1377.15
2022-09-16 21:42:00+00:00,1376.15
2022-09-16 21:52:00+00:00,1376.15
2022-09-16 22:02:00+00:00,1375.15
2022-09-16 22:12:00+00:00,1377.15
2022-09-16 22:22:00+00:00,1377.15
2022-09-16 22:32:00+00:00,1378.15
2022-09-16 22:42:00+00:00,1379.15
2022-09-16 22:52:00+00:00,1380.15
2022-09-16 23:02:00+00:00,1380.15
2022-09-16 23:12:00+00:00,1380.15
2022-09-16 23:22:00+00:00,1380.15
2022-09-16 23:32:00+00:00,1381.15
2022-09-16 23:42:00+00:00,1380.15
2022-09-16 23:52:00+00:00,1380.15
2022-09-17 00:02:00+00:00,1382.15
2022-09-17 00:12:00+00:00,1383.15
2022-09-17 00:22:00+00:00,1383.15
2022-09-17 00:32:00+00:00,1383.15
2022-09-17 00:42:00+00:00,1384.15
2022-09-17 00:52:00+00:00,1384.15
2022-09-17 01:02:00+00:00,1384.15
2022-09-17 01:12:00+00:00,1383.15
2022-09-17 01:22:00+00:00,1385.15
2022-09-17 01:32:00+00:00,1384.15
2022-09-17 01:42:00+00:00,1385.15
2022-09-17 01:52:00+00:00,1383.15
2022-09-17 02:02:00+00:00,1382.15
2022-09-17 02:12:00+00:00,1383.15
2022-09-17 02:22:00+00:00,1383.15
2022-09-17 02:32:00+00:00,1386.15
2022-09-17 02:42:00+00:00,1383.15
2022-09-17 02:52:00+00:00,1385.15
2022-09-17 03:02:00+00:00,1384.15
2022-09-17 03:12:00+00:00,1383.15
2022-09-17 03:22:00+00:00,1382.15
2022-09-17 03:32:00+00:00,1385.15
2022-09-17 03:42:00+00:00,1384.15
2022-09-17 03:52:00+00:00,1383.15
2022-09-17 04:02:00+00:00,1385.15
2022-09-17 04:12:00+00:00,1385.15
2022-09-17 04:22:00+00:00,1384.15
2022-09-17 04:32:00+00:00,1384.15
2022-09-17 04:42:00+00:00,1383.15
2022-09-17 04:52:00+00:00,1383.15
2022-09-17 05:02:00+00:00,1388.15
2022-09-17 05:12:00+00:00,1384.15
2022-09-17 05:22:00+00:00,1383.15
2022-09-17 05:32:00+00:00,1386.15
2022-09-17 05:42:00+00:00,1384.15
2022-09-17 05:52:00+00:00,1386.15
2022-09-17 06:02:00+00:00,1382.15
2022-09-17 06:12:00+00:00,1383.15
2022-09-17 06:22:00+00:00,1382.15
2022-09-17 06:32:00+00:00,1382.15
2022-09-17 06:42:00+00:00,1383.15
2022-09-17 06:52:00+00:00,1382.15
2022-09-17 07:02:00+00:00,1383.15
2022-09-17 07:12:00+00:00,1385.15
2022-09-17 07:22:00+00:00,1385.15
2022-09-17 07:32:00+00:00,1382.15
2022-09-17 07:42:00+00:00,1385.15
2022-09-17 07:52:00+00:00,1385.15
2022-09-17 08:02:00+00:00,1384.15
2022-09-17 08:12:00+00:00,1383.15
2022-09-17 08:22:00+00:00,1383.15
2022-09-17 08:32:00+00:00,1384.15
2022-09-17 08:42:00+00:00,1387.15
2022-09-17 08:52:00+00:00,1386.15
2022-09-17 09:02:00+00:00,1387.15
2022-09-17 09:12:00+00:00,1385.15
2022-09-17 09:22:00+00:00,1383.15
2022-09-17 09:32:00+00:00,1385.15
2022-09-17 09:42:00+00:00,1386.15
2022-09-17 09:52:00+00:00,1384.15
2022-09-17 10:02:00+00:00,1385.15
2022-09-17 10:12:00+00:00,1384.15
2022-09-17 10:22:00+00:00,1386.15
2022-09-17 10:32:00+00:00,1384.15
2022-09-17 10:42:00+00:00,1383.15
2022-09-17 10:52:00+00:00,1386.15
2022-09-17 11:02:00+00:00,1384.15
2022-09-17 11:12:00+00:00,1384.15
2022-09-17 11:22:00+00:00,1383.15
2022-09-17 11:32:00+00:00,1383.15
2022-09-17 11:42:00+00:00,1384.15
2022-09-17 11:52:00+00:00,1385.15
2022-09-17 12:02:00+00:00,1386.15
2022-09-17 12:12:00+00:00,1385.15
2022-09-17 12:22:00+00:00,1383.15
2022-09-17 12:32:00+00:00,1384.15
2022-09-17 12:42:00+00:00,1383.15
2022-09-17 12:52:00+00:00,1385.15
2022-09-17 13:02:00+00:00,1383.15
2022-09-17 13:12:00+00:00,1383.15
2022-09-17 13:22:00+00:00,1384.15
2022-09-17 13:32:00+00:00,1384.15
2022-09-17 13:42:00+00:00,1386.15
2022-09-17 13:52:00+00:00,1386.15
2022-09-17 14:02:00+00:00,1385.15
2022-09-17 14:12:00+00:00,1385.15
2022-09-17 14:22:00+00:00,1385.15
2022-09-17 14:32:00+00:00,1387.15
2022-09-17 14:42:00+00:00,1385.15
2022-09-17 14:52:00+00:00,1384.15
2022-09-17 15:02:00+00:00,1385.15
2022-09-17 15:12:00+00:00,1384.15
2022-09-17 15:22:00+00:00,1384.15
2022-09-17 15:32:00+00:00,1383.15
2022-09-17 15:42:00+00:00,1384.15
2022-09-17 15:52:00+00:00,1385.15
2022-09-17 16:02:00+00:00,1383.15
2022-09-17 16:12:00+00:00,1384.15
2022-09-17 16:22:00+00:00,1383.15
2022-09-17 16:32:00+00:00,1382.15
2022-09-17 16:42:00+00:00,1381.15
2022-09-17 16:52:00+00:00,1382.15
2022-09-17 17:02:00+00:00,1382.15
2022-09-17 17:12:00+00:00,1381.15
2022-09-17 17:22:00+00:00,1381.15
2022-09-17 17:32:00+00:00,1381.15
2022-09-17 17:42:00+00:00,1382.15
2022-09-17 17:52:00+00:00,1381.15
2022-09-17 18:02:00+00:00,1380.15
2022-09-17 18:12:00+00:00,1382.15
2022-09-17 18:22:00+00:00,1380.15
2022-09-17 18:32:00+00:00,1387.15
2022-09-17 18:42:00+00:00,1381.15
2022-09-17 18:52:00+00:00,1383.15
2022-09-17 19:02:00+00:00,1378.15
2022-09-17 19:12:00+00:00,1379.15
2022-09-17 19:22:00+00:00,1381.15
2022-09-17 19:32:00+00:00,1381.15
2022-09-17 19:42:00+00:00,1380.15
2022-09-17 19:52:00+00:00,1378.15
2022-09-17 20:02:00+00:00,1380.15
2022-09-17 20:12:00+00:00,1379.15
2022-09-17 20:22:00+00:00,1378.15
2022-09-17 20:32:00+00:00,1380.15
2022-09-17 20:42:00+00:00,1377.15
2022-09-17 20:52:00+00:00,1378.15
2022-09-17 21:02:00+00:00,1376.15
2022-09-17 21:12:00+00:00,1378.15
2022-09-17 21:22:00+00:00,1377.15
2022-09-17 21:32:00+00:00,1379.15
2022-09-17 21:42:00+00:00,1376.15
2022-09-17 21:52:00+00:00,1376.15
2022-09-17 22:02:00+00:00,1378.15
2022-09-17 22:12:00+00:00,1378.15
2022-09-17 22:22:00+00:00,1378.15
2022-09-17 22:32:00+00:00,1379.15
2022-09-17 22:42:00+00:00,1378.15
2022-09-17 22:52:00+00:00,1379.15
2022-09-17 23:02:00+00:00,1380.15
2022-09-17 23:12:00+00:00,1381.15
2022-09-17 23:22:00+00:00,1381.15
2022-09-17 23:32:00+00:00,1381.15
2022-09-17 23:42:00+00:00,1381.15
2022-09-17 23:52:00+00:00,1381.15
2022-09-18 00:02:00+00:00,1382.15
2022-09-18 00:12:00+00:00,1381.15
2022-09-18 00:22:00+00:00,1382.15
2022-09-18 00:32:00+00:00,1383.15
2022-09-18 00:42:00+00:00,1382.15
2022-09-18 00:52:00+00:00,1384.15
2022-09-18 01:02:00+00:00,1384.15
2022-09-18 01:12:00+00:00,1384.15
2022-09-18 01:22:00+00:00,1385.15
2022-09-18 01:32:00+00:00,1384.15
2022-09-18 01:42:00+00:00,1383.15
2022-09-18 01:52:00+00:00,1383.15
2022-09-18 02:02:00+00:00,1383.15
2022-09-18 02:12:00+00:00,1382.15
2022-09-18 02:22:00+00:00,1383.15
2022-09-18 02:32:00+00:00,1383.15
2022-09-18 02:42:00+00:00,1385.15
2022-09-18 02:52:00+00:00,1385.15
2022-09-18 03:02:00+00:00,1382.15
2022-09-18 03:12:00+00:00,1385.15
2022-09-18 03:22:00+00:00,1384.15
2022-09-18 03:32:00+00:00,1383.15
2022-09-18 03:42:00+00:00,1385.15
2022-09-18 03:52:00+00:00,1384.15
2022-09-18 04:02:00+00:00,1384.15
2022-09-18 04:12:00+00:00,1385.15
2022-09-18 04:22:00+00:00,1385.15
2022-09-18 04:32:00+00:00,1385.15
2022-09-18 04:42:00+00:00,1386.15
2022-09-18 04:52:00+00:00,1383.15
2022-09-18 05:02:00+00:00,1384.15
2022-09-18 05:12:00+00:00,1384.15
2022-09-18 05:22:00+00:00,1384.15
2022-09-18 05:32:00+00:00,1384.15
2022-09-18 05:42:00+00:00,1385.15
2022-09-18 05:52:00+00:00,1385.15
2022-09-18 06:02:00+00:00,1385.15
2022-09-18 06:12:00+00:00,1386.15
2022-09-18 06:22:00+00:00,1384.15
2022-09-18 06:32:00+00:00,1385.15
2022-09-18 06:42:00+00:00,1385.15
2022-09-18 06:52:00+00:00,1384.15
2022-09-18 07:02:00+00:00,1384.15
2022-09-18 07:12:00+00:00,1385.15
2022-09-18 07:22:00+00:00,1386.15
2022-09-18 07:32:00+00:00,1385.15
2022-09-18 07:42:00+00:00,1385.15
2022-09-18 07:52:00+00:00,1383.15
2022-09-18 08:02:00+00:00,1384.15
2022-09-18 08:12:00+00:00,1384.15
2022-09-18 08:22:00+00:00,1384.15
2022-09-18 08:32:00+00:00,1385.15
2022-09-18 08:42:00+00:00,1385.15
2022-09-18 08:52:00+00:00,1384.15
2022-09-18 09:02:00+00:00,1383.15
2022-09-18 09:12:00+00:00,1384.15
2022-09-18 09:22:00+00:00,1385.15
2022-09-18 09:32:00+00:00,1384.15
2022-09-18 09:42:00+00:00,1385.15
2022-09-18 09:52:00+00:00,1383.15
2022-09-18 10:02:00+00:00,1383.15
2022-09-18 10:12:00+00:00,1384.15
2022-09-18 10:22:00+00:00,1385.15
2022-09-18 10:32:00+00:00,1383.15
2022-09-18 10:42:00+00:00,1382.15
2022-09-18 10:52:00+00:00,1383.15
2022-09-18 11:02:00+00:00,1382.15
2022-09-18 11:12:00+00:00,1383.15
2022-09-18 11:22:00+00:00,1383.15
2022-09-18 11:32:00+00:00,1383.15
2022-09-18 11:42:00+00:00,1382.15
2022-09-18 11:52:00+00:00,1384.15
2022-09-18 12:02:00+00:00,1383.15
2022-09-18 12:12:00+00:00,1383.15
2022-09-18 12:22:00+00:00,1384.15
2022-09-18 12:32:00+00:00,1383.15
2022-09-18 12:42:00+00:00,1383.15
2022-09-18 12:52:00+00:00,1383.15
2022-09-18 13:02:00+00:00,1383.15
2022-09-18 13:12:00+00:00,1382.15
2022-09-18 13:22:00+00:00,1383.15
2022-09-18 13:32:00+00:00,1382.15
2022-09-18 13:42:00+00:00,1382.15
2022-09-18 13:52:00+00:00,1382.15
2022-09-18 14:02:00+00:00,1383.15
2022-09-18 14:12:00+00:00,1384.15
2022-09-18 14:22:00+00:00,1384.15
2022-09-18 14:32:00+00:00,1384.15
2022-09-18 14:42:00+00:00,1383.15
2022-09-18 14:52:00+00:00,1378.15
2022-09-18 15:02:00+00:00,1383.15
2022-09-18 15:12:00+00:00,1384.15
2022-09-18 15:22:00+00:00,1383.15
2022-09-18 15:32:00+00:00,1383.15
2022-09-18 15:42:00+00:00,1382.15
2022-09-18 15:52:00+00:00,1381.15
2022-09-18 16:02:00+00:00,1380.15
2022-09-18 16:12:00+00:00,1382.15
2022-09-18 16:22:00+00:00,1383.15
2022-09-18 16:32:00+00:00,1382.15
2022-09-18 16:42:00+00:00,1383.15
2022-09-18 16:52:00+00:00,1380.15
2022-09-18 17:02:00+00:00,1382.15
2022-09-18 17:12:00+00:00,1382.15
2022-09-18 17:22:00+00:00,1382.15
2022-09-18 17:32:00+00:00,1381.15
2022-09-18 17:42:00+00:00,1382.15
2022-09-18 17:52:00+00:00,1382.15
2022-09-18 18:02:00+00:00,1381.15
2022-09-18 18:12:00+00:00,1381.15
2022-09-18 18:22:00+00:00,1381.15
2022-09-18 18:32:00+00:00,1379.15
2022-09-18 18:42:00+00:00,1382.15
2022-09-18 18:52:00+00:00,1382.15
2022-09-18 19:02:00+00:00,1386.15
2022-09-18 19:12:00+00:00,1381.15
2022-09-18 19:22:00+00:00,1382.15
2022-09-18 19:32:00+00:00,1379.15
2022-09-18 19:42:00+00:00,1381.15
2022-09-18 19:52:00+00:00,1382.15
2022-09-18 20:02:00+00:00,1380.15
2022-09-18 20:12:00+00:00,1381.15
2022-09-18 20:22:00+00:00,1379.15
2022-09-18 20:32:00+00:00,1379.15
2022-09-18 20:42:00+00:00,1380.15
2022-09-18 20:52:00+00:00,1379.15
2022-09-18 21:02:00+00:00,1376.15
2022-09-18 21:12:00+00:00,1378.15
2022-09-18 21:22:00+00:00,1377.15
2022-09-18 21:32:00+00:00,1380.15
2022-09-18 21:42:00+00:00,1380.15
2022-09-18 21:52:00+00:00,1378.15
2022-09-18 22:02:00+00:00,1379.15
2022-09-18 22:12:00+00:00,1378.15
2022-09-18 22:22:00+00:00,1379.15
2022-09-18 22:32:00+00:00,1378.15
2022-09-18 22:42:00+00:00,1379.15
2022-09-18 22:52:00+00:00,1382.15
2022-09-18 23:02:00+00:00,1380.15
2022-09-18 23:12:00+00:00,1380.15
2022-09-18 23:22:00+00:00,1380.15
2022-09-18 23:32:00+00:00,1381.15
2022-09-18 23:42:00+00:00,1381.15
2022-09-18 23:52:00+00:00,1381.15
2022-09-19 00:02:00+00:00,1381.15
2022-09-19 00:12:00+00:00,1383.15
2022-09-19 00:22:00+00:00,1382.15
2022-09-19 00:32:00+00:00,1382.15
2022-09-19 00:42:00+00:00,1382.15
2022-09-19 00:52:00+00:00,1383.15
2022-09-19 01:02:00+00:00,1383.15
2022-09-19 01:12:00+00:00,1383.15
2022-09-19 01:22:00+00:00,1383.15
2022-09-19 01:32:00+00:00,1384.15
2022-09-19 01:42:00+00:00,1383.15
2022-09-19 01:52:00+00:00,1384.15
2022-09-19 02:02:00+00:00,1384.15
2022-09-19 02:12:00+00:00,1384.15
2022-09-19 02:22:00+00:00,1384.15
2022-09-19 02:32:00+00:00,1384.15
2022-09-19 02:42:00+00:00,1383.15
2022-09-19 02:52:00+00:00,1384.15
2022-09-19 03:02:00+00:00,1384.15
2022-09-19 03:12:00+00:00,1384.15
2022-09-19 03:22:00+00:00,1385.15
2022-09-19 03:32:00+00:00,1384.15
2022-09-19 03:42:00+00:00,1384.15
2022-09-19 03:52:00+00:00,1385.15
2022-09-19 04:02:00+00:00,1384.15
2022-09-19 04:12:00+00:00,1383.15
2022-09-19 04:22:00+00:00,1385.15
2022-09-19 04:32:00+00:00,1384.15
2022-09-19 04:42:00+00:00,1385.15
2022-09-19 04:52:00+00:00,1384.15
2022-09-19 05:02:00+00:00,1384.15
2022-09-19 05:12:00+00:00,1385.15
2022-09-19 05:22:00+00:00,1385.15
2022-09-19 05:32:00+00:00,1384.15
2022-09-19 05:42:00+00:00,1386.15
2022-09-19 05:52:00+00:00,1385.15
2022-09-19 06:02:00+00:00,1386.15
2022-09-19 06:12:00+00:00,1384.15
2022-09-19 06:22:00+00:00,1384.15
2022-09-19 06:32:00+00:00,1384.15
2022-09-19 06:42:00+00:00,1384.15
2022-09-19 06:52:00+00:00,1384.15
2022-09-19 07:02:00+00:00,1383.15
2022-09-19 07:12:00+00:00,1385.15
2022-09-19 07:22:00+00:00,1385.15
2022-09-19 07:32:00+00:00,1385.15
2022-09-19 07:42:00+00:00,1385.15
2022-09-19 07:52:00+00:00,1384.15
2022-09-19 08:02:00+00:00,1382.15
2022-09-19 08:12:00+00:00,1383.15
2022-09-19 08:22:00+00:00,1384.15
2022-09-19 08:32:00+00:00,1384.15
2022-09-19 08:42:00+00:00,1383.15
2022-09-19 08:52:00+00:00,1385.15
2022-09-19 09:02:00+00:00,1385.15
2022-09-19 09:12:00+00:00,1384.15
2022-09-19 09:22:00+00:00,1383.15
2022-09-19 09:32:00+00:00,1383.15
2022-09-19 09:42:00+00:00,1383.15
2022-09-19 09:52:00+00:00,1385.15
2022-09-19 10:02:00+00:00,1389.15
2022-09-19 10:12:00+00:00,1392.15
2022-09-19 10:22:00+00:00,1392.15
2022-09-19 10:32:00+00:00,1389.15
2022-09-19 10:42:00+00:00,1391.15
2022-09-19 10:52:00+00:00,1391.15
2022-09-19 11:02:00+00:00,1391.15
2022-09-19 11:12:00+00:00,1391.15
2022-09-19 11:22:00+00:00,1391.15
2022-09-19 11:32:00+00:00,1391.15
2022-09-19 11:42:00+00:00,1389.15
2022-09-19 11:52:00+00:00,1391.15
2022-09-19 12:02:00+00:00,1392.15
2022-09-19 12:12:00+00:00,1392.15
2022-09-19 12:22:00+00:00,1392.15
2022-09-19 12:32:00+00:00,1392.15
2022-09-19 12:42:00+00:00,1392.15
2022-09-19 12:52:00+00:00,1392.15
2022-09-19 13:02:00+00:00,1393.15
2022-09-19 13:12:00+00:00,1392.15
2022-09-19 13:22:00+00:00,1392.15
2022-09-19 13:32:00+00:00,1391.15
2022-09-19 13:42:00+00:00,1392.15
2022-09-19 13:52:00+00:00,1392.15
2022-09-19 14:02:00+00:00,1391.15
2022-09-19 14:12:00+00:00,1392.15
2022-09-19 14:22:00+00:00,1392.15
2022-09-19 14:32:00+00:00,1391.15
2022-09-19 14:42:00+00:00,1392.15
2022-09-19 14:52:00+00:00,1389.15
2022-09-19 15:02:00+00:00,1392.15
